title,body,rating,review_id,sentiment_label,sentiment_score,positive_score,neutral_score,negative_score,compound_score,topic_id,review_length,is_negative,is_positive
A Great Little Camera With Free Cloud Storage,"A great value in a small package. The camera itself is tiny, 2x2x2.2, but packed with features.The infrared is very good, sees up to the claimed 30 feet. I tried this outdoors at night in my secluded/dark front yard and it saw a good distance before the infrared was not strong enough to illuminate. If you're using indoors, very different story. The picture will be black-and-white, but everything will be visible (see B&W photo sample of living room). Very impressed with its night capabilities.The zoom is excellent as well. 8x magnification, great for getting a closer view of things while being able to pan around the picture. Same goes while working it in the dark. Did I only pay $25 for this?The USB cord it comes with is interesting, flat vs. round. I didn't think much of it at first, until I decided I would have to mount this outside and run that cable under the window sill. Flat is great! And the cable itself is long, 6 feet to be exact. This is perfect as I will need to mount this at the top of a window and bring the cable in through the bottom of the same, so the 6 feet will get me into the house where I can then plug an extension cord to it.The only con I have found with the camera is shooting through glass (mounting inside looking out the window). Putting the camera right up against the glass to eliminate any light polution from inside, the image at night simply does not work. Daytime is great (see sample photo looking out a double-paned window and bug screen), absolutely no issues during the daytime. At night, the camera picks up its own reflection off the window (even with lights off inside the house). Turning on infra-red is even worse, illuminating the camera even more-so. For my original use-case, this does not work. I intended to mount this on an apartment window overlooking a fire-escape, but that will not work at night. Instead, I will use that 6 foot cable to mount to an adjacent window overlooking (but not reachable from) the fire-escape and run the cable inside. The camera is not waterproof, although it sounds like a housing is available, but I will mount over an overhand and possibly jury-rig a small shelter for it to be safe.Another incredible feature is the ability to have the alerts trigger off a certain part of the frame vs the entire picture. This is handy if there is a trafficked area or a tree/other object that moves. Great for avoiding false-positive notifications for movement.While it does come with a trial-period for the enhanced monitoring, the basic itself is good enough for beginners, and the free cloud storage (14 days) and free alerting capabilities make this a very well-rounded offering.For $25 you simply cannot beat this tiny but impressive little camera. I will be getting more, both for myself and my kids.",5,224,positive,0.9488803744316101,0.9488803744316101,0.04555615782737732,0.005563489161431789,0.9433,7,2790,0,1
First Impression Great!,"Update 10/12/20:After having this for over a year, I am still a fan. This little guy just hang out on its magnetic mount, and I plug it in if I'm going out of town. Never had the signal drop and the picture is quite clear. There is a free feature with Wyze where it will capture a 12-second clip when motion is detected and save it automatically for two weeks. They are now adding in a paid feature if you want it to identify the motion as a person and be notified for that only (instead of the cats that trigger the motion sensor and give me notifications every few minutes sometimes). Great product for a very low investment!Original Review:Will try to remember to update as I've had this longer and really used it, but first impression out of the box is wonderful. I actually got this to use as a cat camera, as I'm always worried about one of my cats knocking all the water over on the first day and not having any for a couple days until I get home. I have people that can check in on them but they don't live anywhere close so I don't want to send them unless there's a real need. This really solves me worrying about them or asking someone to make an hour drive to to make sure they're okay.I haven't figured out exactly where I'm mounting it yet so I haven't tested it yet while I'm away from my home, just tested upon initial set up. Pros and cons so far:Pros:- Easy set up/pairing with phone app- Clear picture- Live stream is only a couple second delay, very quick response time- You can use the app to turn the camera on or off. Since I'm not using this as a real security camera I like this feature, I don't want to leave the camera on all the time while I'm home and if I forget to turn it on before I leave, I can do so from the app.- You can use the app to speak through the camera unit- Mounting should be extremely easy. The unit is magnetic and comes with an adhesive metal plate so you can essentially stick the plate on any relatively flat surface and the camera will stick to that.- It uses micro usb power cord, so very easy to replace or change out for a different size based on needsCons:- The adhesive on the metal plate is 3M - if this is the same as the adhesive for command hooks, it shouldn't leave any damage, but upon doing some Google research it may leave residue if adhered for a long time. However, this is not specified on the metal plate and there is no information in the little set up manual about the strength/permanence of the adhesive, so I will try to apply it somewhere with a low chance of damage.- No battery option, so for functionality, this is a con in the event of a power outage. For aesthetic purposes, this is a con for always needing a power cord hanging down from it.",5,225,positive,0.8558909893035889,0.8558909893035889,0.13799932599067688,0.006109642796218395,0.8498,4,2723,0,1
Awesome cameras!,"Like most, I was hesitant in trying these out. I was tied into the Ring ecosystem and thought there wasn’t anything else that was going to work for me. I was wrong... I ask of Wyze to PLEASE release a doorbell camera so I can ditch my Ring Doorbell.Amazingly, the quality of streaming picture you get is fantastic. I’ve had SO many issues with my Ring devices recording garbage quality for so long I’ve just gotten used to it. I’ve been back and forth with Ring and replaced the cameras with no improvements. With my Ring device literally a few feet from the router the connection was okay at best. Ring kept telling me it’s my connection speed which is nonsense... I have 100 mbps down and 25 mbps up. What a terrible experience. Enough about that.I thought to myself that since Ring wasn’t a cheap camera, there’s no way this little $25 camera could be better right? I was so happy when this camera went live! What’s even better is the features! So much better than what I had. Ring gives you a 30 second video on motion. Well what happend just before it started recording, what about after?? I’ve had stuff go missing from my front porch and have no idea how it happend because Ring stopped recording and has a cool down. Wyze sends you a 12 second clip (which is meh) however there’s a continuous recording mode! So now I can see what happened before and after the 12 seconds!Setup was simple enough, connecting to WiFi, upgrading firmware, and downloading the app. I bought an outdoor case for my cameras and mounted them outside on the corners of the house. So far so good! I also bought a 25ft security camera power cord and it works well. Easy to hide the cord through the siding of the house.Picture quality is really good, motion detection works really well, night vision is okay for close objects. I’m sure it would be good for indoors but you really can’t see well outside like the backyard. Maybe and IR floodlight would work? You can take still photos with this cam and time lapse videos. Very easy to download videos to your phone or share straight from the app. You can also give other users permission to view your cameras. I have 3 members in my household that can view the footage.I’m excited to see what’s next from Wyze, hopefully a doorbell cam, 4K cameras too! Having the cameras record in 4K stored on device or locally would be great. Oh yeah, weather proof would be a plus.Overall this is a solid setup, very affordable cameras and you can add on to your setup very easily without breaking the bank. I’m going to add the contact sensors and 2 additional cameras. Delivery was super fast, I got mine the very next day! This was a great find and I can’t see myself going with anything else.",5,226,neutral,0.3930020332336426,0.23146207630634308,0.3930020332336426,0.37553584575653076,-0.1441,5,2714,0,0
Excellent camera at an excellent price,"A real review from a real human!The Wyze cam is an excellent camera at a great price. They were super easy to set up and connect to the app. The video quality is amazing for the price. 2 way audio, motion activated alerts sent to your phone, night vision far surpassed my expectations. I've read through many of the negative reviews and all I can say is that some folks are crazy. Buy the 32 or 64 GB SD card when you buy the camera. If you're disappointed with this camera for the $25 price tag then you are simply nuts. I can't put it any other way.Update: As I've been reading through some of the negative comments I can clearly see that some people don't understand a couple of things. First is that if you install an SD card into the camera then you will have 24/7 audio and video recording viewable on your phone through the Wyze app. The motion alerts will be 60 seconds long viewable through your phone with an SD card. 12 second video clips on cloud storage which is FREE 14 day cloud storage. You can set push notifications to on or off. Night vision can be set to auto, on or off. Audio can be set to on or off. Some people claim these cams aren't wireless because they require being plugged into an outlet. News flash, all wireless cams have to be plugged into power unless they are strictly battery operated. Not false advertising, just the fault of uneducated consumers. These cams run off of your basic micro plug. Either use the adapter to plug into a 120 volt outlet or use with a 12 volt source. You can use a battery bank, car battery, solar panel with a battery, etc. These are really great cams.Now for the bad. There has been a couple of glitches with the app, but Wyze has corrected them for the most part. One of my cams basically turned into a brick when the newest update failed. Instead of leaving a bad review or sending back, I did some research. You can download the older version of firmware onto the SD card, install it into the cam and it will reboot and function. I had to do this to one cam and it worked fine. Google it and follow the link to the download. I started with 2 cams, I now have 4 cams and with 100mb internet service and viewing in HD is not a problem. I'll probably be adding 2 more cams.I ran power 120 volt power under behind my roof fascia boards with standard wet location duplex outlets. This way I could plug the cams directly into power and they'd be shielded from the weather.Wyze is a new company, one of the owners just took out a home equity loan of credit to cash flow orders of cams. They just received a 20 million dollar deal. Do some research on this. I think it will be a big hit. And if the company fails or the cameras stop working then we're talking about $25 per cam.",5,227,positive,0.9569464325904846,0.9569464325904846,0.03252139315009117,0.010532109066843987,0.9464,7,2738,0,1
Great CV cam with lots of features at an unbeatable value,"It’s important to know what technology your cameras use and how to properly utilize this tech. These cameras use “computer vision” which means they are constantly running an image processing algorithm to detect changes within its field of view. For some perspective, this means you can put this camera in front of a television and it will “detect motion” even though there is nothing physically moving in front of it. Compare this with Arlo or Blink cameras that use a physical motion detector sensor (I think PIR usually but recently devices have been utilizing tiny radar modules) which would not go off from such a silly example setup. Now, that’s not necessarily a bad thing because this permits the WYZE cameras to be mounted behind glass (eg inside your house/apt looking out) with the caveat that the IR light will need to be deactivated. This however may also result in many false alarm triggers at night if you have glare from things like headlights that appear to move from the perspective of a CV device. For example, if I leave my car parked in the field of view of this WYZE cam and cars drive past my house at night, the headlight glare off my windshield will trigger this device.You are able to get 2-3 days of continuous HD video storage for a one time fee of ~$7 (the cost of an appropriate 32GB micro SD card) or reduce the quality to standard def and increase storage days to something like 6-7, which is unbeatable as far as I’ve seen elsewhere. The camera streams the video back to your WiFi from the card so you are able to remotely view the continuous recorded video from anywhere. Again this is what other companies like Arlo and Nest charge you $10-$15 PER MONTH to do and for the ~$35 it cost to buy a WYZE and an SD card is exactly why I’m supplementing my Arlo system with it. The delay from opening app to viewing live stream is minimal and probably the shortest I’ve seen from Arlo, Blink, or Funlux. You can select activity zones which works fairly well but not perfect. (Example: if I select my walkway as the zone, it will detect motion but since it’s only detecting my feet, for some reason won’t send me a detection alert. If I raise the height of the box, it gets more of me and sends an alert.) I still have more testing to do with it. The mount and swivel that’s built in, with included metal plate and VHB tape, is a convenient feature that I appreciate. Other notable features are the smoke alarm detection which I’ve tested and was satisfied with, the timelapse ability! which I absolutely love, and the IFTTT compatibility. Altogether I think this is a great device at an unbeatable value but due to the particular technology used its not a 100% solution FOR ME but could be for others. Two big thumbs up",5,228,neutral,0.7965897917747498,0.18195240199565887,0.7965897917747498,0.02145788073539734,0.1605,5,2746,0,0
The very best bang for the buck in security cameras,"I have a custom camera system that includes Dahua and Amcrest PoE varifocal and PTZ cameras. My system has 12 TB of storage, and automatically records the license plates of every car that drives by my home. I state this to illustrate that I have a considerable amount of experience with high-performance security cameras.But having said that ... I love the Wyze cam. I've purchased 7 of them so far, some of which I've given to friends and family. I rate this camera as 5 stars not because the performance is so amazing (at least compared to a Dahua or Amcrest camera), but because it is so incredibly inexpensive for what it delivers.So what do you get? First, a 2 MP image that is comparable in quality to that of a Ring, Nest, Arlo, etc., camera. The difference is that those cameras are far more expensive. Second, you can insert a $10 32GB SD memory card into it, and get about 3 days of continuous recordings in addition to free 12-second motion clips with alerts that are forwarded to your smartphone. Third, unless you want human figure detection, or extended motion clips saved to the cloud, you don't have to pay a cent to use the Wyze cam. Plus you have a built-in speaker (which works, but isn't that loud), and a built-in microphone.The main drawback of the Wyze cam is that the range of its night vision is limited, but you can compensate for that with an IR night time illuminator, or motion-sensing floodlights, both of which are cheap and easy to install. And of course the camera requires a good 2.4 GHz WiFi signal, which can be problematic depending on the WiFi system in your home, and how many of your neighbors' systems may be interfering with your own.Although this is an indoor camera, for about $15 extra you can add a weatherproof enclosure and a 20-foot flat power cable, and set it up anywhere outside your house. Many, many people do this, and these cameras hold up incredibly well to winter and summer weather. I've included a photo of one of my cameras on my deck (to warn us if squirrels try to raid our planter box), taken right after a rainstorm.But there's one reason in particular why I like this camera so much: ease of installation. You can literally have this camera configured and installed in ten minutes. How many times have you heard people complain about being burglarized, and asking their neighbors if they recorded anything, because they didn't have cameras of their own? I point them to the Wyze cam every time. The barrier to entry is even lower than a Ring or a Nest cam. If you have family members who are technophobes, but who need a security camera, this is the one to buy for them provided they have a smartphone and WiFi.",5,229,positive,0.566626250743866,0.566626250743866,0.4248322546482086,0.008541475981473923,0.5581,5,2677,0,1
Let me tell you 'bout my best friend.,"Short version: I love this camera. At this price point it is completely untouchable. Just buy it.Long version: I just installed this camera (it replaced a Phylink camera, which was overpriced garbage), and so far, I am extremely impressed. For the paltry sum that they're asking, you get at least 90% of the quality and features of the big boy cameras for 90% less dollarydoos. The installation process is basically foolproof as long as you know how to use a smartphone. I slapped a 128GB microSD card in the Wyze, which it happily formatted and is using despite not ""officially"" supporting one of that size. I placed the camera in a cheapo outdoor enclosure and installed it under the eave of my carport.The app is high quality, with an excellent and easy-to-use interface. I'm amazed that a camera at this price has AI people detection (it knows when movement on the cam is a human or not and will alert you as such), which from my early testing works exactly as it should. With the SD card installed and local recording on, you have easy access to a timeline of your recordings. I wish that the app had markings along said timeline to indicate when it saw motion, but I don't believe it does this. All in all, it's a huge step above all the apps for the various generic security cameras you can buy on Amazon.The picture quality is definitely on par with all the other 1080p cameras I've played with. Night vision is acceptable, but you can't expect miracles out of such a small package. It'd be nice if they could one day figure out how to integrate HDR into the Wyze to compensate for shadows/sun in the same frame. Would I pay ten times as much for one of the big ""name brand"" cameras for the maybe 10% better picture quality? Nooooope.The sound quality of the Wyze is alright, nothing amazing. It kinda sucks that you have to press and hold a talk button to speak through the camera (which in turn mutes the audio coming in), but I don't believe many people will be having 2-way conversations through their security cameras. Is it good enough to scare your wife when she comes home? You bet.I've played with Google Home integration a little bit, and while it does function, there's a pretty big delay (30-60 seconds) between when you ask it to show you the camera feed and when it actually appears on your smart display of choice. Probably not entirely Wyze's fault here, but nonetheless, it has to be mentioned.So, in conclusion, I love this camera. Time will tell if it holds up outside. Yes, it's a re-branded Chinese camera. No, it's not sending your social security numbers to China. Just buy the darned thing already.",5,230,positive,0.9642417430877686,0.9642417430877686,0.026890654116868973,0.008867648430168629,0.9554,7,2630,0,1
WYZE Cam is great and its capabilities only exceeded by WYZE support,"An elderly neighbor down the street fell and was not discovered by her relative until after spending a day and a half on the floor with no ability to get up. This lady then spent six weeks in a nursing assisted rehabilitation facility in order to recover. As my mother had already fallen several times I realized that since she lived alone, the ability to detect a fall could mean life or death.After spending several hours looking at camera options at retail stores and doing online research, I ran across the WYZE cam. It took a long time for me to find out important information. It was difficult to compare WYZE to other cams - and understand why the price difference etc.Here are the features important to me. The WYZE cam does not operate on batteries - they operate on AC and come with adequate length cords for most purposes. Only in one setting did I need to use an extension cord.The reason these cameras are half the price of other cameras on the market is because they capture information at 15 frames per second vs. 30 frames per second.They capture alert events(sudden movements, or changes in lighting) . They record for twelve seconds once the motion detector initiates recording. They will not record a new motion until five minutes after the previous event is captured. If you want to capture events all day long just aim your camera at a TV. Fortunately WYZE thought about this and allows you to establish a motion detection zone for each cam. Thus I was able to keep my detection zone below the TV. When someone falls they are going to be on the floor.If I want to monitor and capture outdoor(or indoor) video continuously I can add an SD card to my cam.But the best news - when you have a problem WYZE has support available by phone, that live in the U.S. and actually both speak English and know the WYZE cam features and troubleshooting.Contrary to one review I read that stated WYZE would not provide support for cams purchased on Amazon, I found the opposite to be true. I had trouble with two of my cams performing event capture. The representative walked me through at least three potential resolution procedures. the representative clearly knew what she was doing. When none of the procedures resolved my problem she authorized a free replacement of both cameras. She did ask where I purchased the cameras and I told her through Amazon. This was not an issue.The great thing is that 24 hours a day I can find my mother in any room of her house. I no longer have to worry whether or not she may have fallen. I can look via one cam or another until i locate her.",5,231,negative,0.6461616158485413,0.015226522460579872,0.3386118412017822,0.6461616158485413,-0.6309,5,2588,1,0
Gets the job done!,"To Long Didn’t Read at bottom:I absolutely love this camera, for what I’m using it for at least. If you are looking for a baby cam where you can talk two way to your baby or even toddler, ehhh... I’d pay more money for something with much better audio. The speaker on the camera itself it pretty loud and distorted. It gets the job done for me when I need to remind my 8 year old to get in the bed at night lol but if I were to use it for my baby it would probably scare her and she wouldn’t be able to understand me.But! This thing really has great value!! For me just starting a smart home, this is the second Wyze Cam I’ve bought! Literally just finished hook I g it up and IT’S SO FREAKING EASY! Literally, you download the free app, plug it up, press the button on the bottom, click next on the app, the scan the QR code on your phone with the Wyze cam and then click next, connect it to tour WiFi and DONE! Like, it took me two mins!! And the connection has never failed!I love that I can check in on my son when I’m not home, even though my mom is with him, I still like to check his room to see what he’s up to. My fiancé told me I’ll probably regret that one day here soon 😲😬🤭😂 When that day comes, we’ll I’ll be sure to work something out to give him privacy 🙆🏼‍♀️🤦🏼‍♀️💆🏼‍♀️Anywho, it can adjust and swivel any direction, is so lightweight and comes with a magnet that has adhesive that you can stick on the wall and then pop the cam right on it. It’s so light weight that I don’t feel it’s going to have any problems staying on.Now, the picture quality isn’t spectacular, it is pixelated somewhat and when there’s movement it takes a second to clear up, and the sound comes through a little weird, but with only like a two second delay and the price... I’m really not complaining!!The motion and sound detection are also awesome, I use it for my baby when she’s napping so o can clean and be alerted if she wakes! So great! I can then put her back to sleep before she wakes up fully if she just wiggles and wakes herself up.TLDR; GREAT value for price, gets job done for wanting to see what’s going on in a room. Zoom is ok, but picture is somewhat pixelated and sound is kind of distorted. Motion and sound alerts are so quick and awesome! Lightweight, versatile, oh! And if you unplug it to move it to another room it has no issue reconnecting. I LOVE IT!Hopefully they’ll improve at least the audio in the future, I’d pay more just to have this brand if it were just a bit better. But I still am going to buy one more for outside lol.",5,232,positive,0.8505102396011353,0.8505102396011353,0.11717076599597931,0.03231903165578842,0.8182,7,2548,0,1
Great Webcam Alternative (especially in this pandemic)!,"Normally not one to write reviews but this is by far an exception to that.Backstory: Due to COVID and staying at home, I changed the way my computer setup worked (using my laptop in clamshell mode), and as such I've been looking for a webcam (school / personal). Unfortunately, everyone else is looking for one and the Logitech C270 and C920 have been going for well over what they should be ($75-90 for the $25 C270, and $190 for the $80 C920, it's disappointing to seeing people marking stuff up during a global pandemic), and I wasn't really sure of what other webcam would be a solid buy and not exorbitantly priced.I saw a post somewhere else online that engineers at Wyze (quickly) put together a hack to repurpose the Wyze Cam (V2/Pan) as a webcam, and which is why I bought it. Same price as the C270 should cost, and for how quickly they came up with this unique solution for a device not designed to be used this way, it works surprisingly well.Setup went exactly as described on their support page for webcam setup (read that first, it's basically an ""as-is"" solution but should be fine for most basic needs), and a quick Google Duo call to my family didn't have any problems (only thing being webcam placement but that's a WIP), they mention mic might be soft but it sounded fine (from self-testing on Zoom). Picture looks fine as well (screenshots from Zoom using a plushie with and without the lights on included)As far as the product itself goes, the only thing I would really have to criticize would be the size of the micro-USB port cutout - I wasn't sure if the provided cable would've reached so I set up my longer Anker one and noticed that at the very least it had trouble fitting into the small hole, and I'm pretty sure it didn't make it in.Also some notes (regarding webcam usage):- (on Windows at least) when you set it up it might switch your sound output to the Wyze Cam, don't forget to switch it back- when setup as a webcam, you need to have it connected with a USB-A to USB-A cable (weird, I know), but that cable also supplies power to the Wyze Cam so there's no need to plug both the micro-USB and the USB-A cable in- ideally you want to mount it on a wall or somewhere elevated (this is an issue with the webcam built into my laptop too) - when the webcam is looking up to you (rather than down at you) it often create the impression that you're not paying attention.Huge shout outs to Wyze for doing something like this to help out those without webcams!",5,233,negative,0.5940878391265869,0.03444642946124077,0.3714657127857208,0.5940878391265869,-0.5596,7,2489,1,0
This Little Camera Packs a Punch!,"[[VIDEOID:8c56e06cdfdb6eec4c300a4ee7ff7307]] I have purchased these a couple of times and absolutely love them for their simplicity and advanced features. I work in corporate security, spending hundreds of thousands of dollars on security cameras around the world, so feel I can have a valid opinion here. While these wouldn’t hold up against the cameras I deploy in the field, these are perfectly fine for home use, providing with some features you just don’t usually see in a consumer-grade camera.2-way audio out of the box is nice, as is having the ability to do an extremely high-quality and fully customized time lapse video. While more a novelty, I’ve used the time lapse feature to do some really cool videos, including watching my sourdough starter rise/fall, clouds come in and evaporate, etc. I’ve also used the camera to send me notifications when it detected motion during times when there should be no motion as well.The video quality is also something I haven’t seen much of the competition get quite as good as Wyze has as well. From daytime shots to using the night-vision via the on-board IR illuminators, this little camera really has your space covered. The continuous improvements via firmware updates is also something that keeps these little guys continuously improving.The strong little magnet in the base makes mounting on a metal surface, or even on the included steel plate, really helps with its versatility in providing easy installation, if that’s what you’re going for. The versatility of the built-in base of the camera allows you to tune it to get the perfect angle to achieve the shot you’re looking for, even if it’s just sitting on your countertop or windowsill.Diving into IFTTT allows you to do even more with these cameras, which has been fun to play with as well. From creating a Webhook to include in an iOS Shortcut, to starting/stopping recording based on my location, IFTTT really helps open the door to some advanced triggers/actions with Wyze.The other thing that really amazes me about Wyze is the price point. Where in the world can you find such a versatile camera that packs all of these things in for $20 just blows me away! These could easily be priced at $40 or even $80 or $100 and I wouldn’t flinch. Wyze really has a great thing going here, so I’ve also purchased a few of their other products that have really amazed me as well. It almost makes me want to pick up one of everything they produce!",5,234,positive,0.9512250423431396,0.9512250423431396,0.04282179847359657,0.005953175947070122,0.9453,0,2452,0,1
Fantastic camera & features!,"I bought this on a whim because people were snooping around our neighborhood. There are some pluses and negatives here. This is meant to be an INDOOR camera, it is not meant to be looking out through windows. While it can do that in the day fairly well, at night it needs it's IR lights to see in the dark. You will quickly find out that if your camera is against a window, those lights will reflect off the window and will ""blind"" the camera. You can try angling it, but I could never get it to work, and even then the lights weren't strong enough to make it through the window anyways. This problem can be solved by turning off the IR lights entirely within the app, and then buying a separate IR emitter like a Tendelux and placing it somewhere else to shine on the area you want to see. This works FANTASTIC paired with the Wyze.So, now you've got a working camera looking out of your window for day and night. How are the features? Most cameras make you sign up for a monthly service to store clips on their servers. They also charge extra for motion detection, or person detection. Wyze gives you all this for FREE. There are no hidden or extra costs. It will keep 15 days of clips on their servers.The motion detection works really well, and can spot small animals like squirrels running past. Or you can adjust it to just recognize people. It's very good at doing this, and it always tells me when my mailman comes and goes, and when I walk out to my car at night. It differentiates between people and not. I have it alert me every time it detects a person, and you can have it only do people, or all motion. It's up to you. You may need to fiddle with the sensitivity a bit, which is easy to do! It also has detection zones! Yet another feature for FREE that most cameras require a monthly subscription for. If you find your camera starts detecting your neighbor's door across the street opening and closing you can simply adjust where you want to detect movement. Again, very easy to do in the app. The app is really well done.I don't work for Wyze, nor did they give me anything. I am just a very happy user. Other companies that are making these security cameras will need to start offering all their services for free to compete because Wyze is not only cheap, they're offering SOLID capabilities that a lot of cameras don't even have yet!Edit: 10/1/2019 - Firmware updated and I had to re-adjust settings to get it back to normal. Annoying, but still working.",5,235,negative,0.5635230541229248,0.029584581032395363,0.4068923890590668,0.5635230541229248,-0.5339,5,2473,1,0
"Best camera I've owned, period!","So, I've tried several brand cameras over the years, and this one takes the cake. First, the cost, are you kidding me on how long the cost is for this??? For the money, there is no other camera on the market that can compete. And their website and videos, very entertaining! Super fast to set up! Plug it in, download the app, the app finds the camera, go through the 1 minute set up and your done. Currently running a 32gig micro SD card and on 1080p, I get 3 days of constant recording. On 720p, I get about 7 days. From what I understand, the company states that 32gig is as big as it will accept, but I've read others have gotten a 64gig micro SD to work, but I haven't tried it. This camera is light, small and easy to put anywhere. I currently have it setup at my front door as i have a nice overhang and it went through some very cold weather this winter and never skipped a beat. The play back from the app is great and pulls up quickly and skimming through the saved data is pretty quick. There are two drawbacks from this camera, that I'm hoping for them to be addressed as the company grows. The first is record on motion. This works well, however, it only records on motion every 5 minutes. So, it will begin recording, show a 30 second clip and will not again motion record for another 5 minutes. It does still continuously record, so you do have the footage, I more just wish you could customize this setting so that maybe you could be alerted more or less depending on the motion time range you could set, which currently isn't an option. The other drawback is data backup. Currently, from the manufacture this isn't possible. Ideally, if they offered cloud storage, that would be awesome. Maybe one week or 30 days or a paid subscription for how long you'd want them to keep it. Or I would actually be ok if they let you select a backup location to a NAS or network hard drive. My fear, with my camera just sitting on a ledge by my front door, or even if you had it inside your home. If the bad guy sees the camera, unplugs it and takes it with him, now he has all the data and you have nothing for the authorities so he gets away. Even if you have multiple cameras, if he takes them all, you have no proof or image if him to turn over in hopes to getting him caught. Overall, the best camera on the market for the money and the company is young so I'm hoping as they grow and take in feedback, these features will be added soon enough!",5,236,positive,0.9091904759407043,0.9091904759407043,0.07360643893480301,0.0172030758112669,0.892,5,2452,0,1
Excellent value for its price - great product - no monthy subscription needed!,"[[VIDEOID:ab300bc644045d5d8265c2cf68fd3c9f]] I have had two of these cameras for almost a year now - I like them. I set them up to be motion activated - they record when they sense motion and I get an alert whenever that happens. The image is very good both for day and night activity - I have one in our front window and it views a wide area (see attached image). The app is fine and set up was easy. Be aware the recording/alerts will be activated by wind blown trees and car headlights - not a fault of the camera - just how motion activation works. The motions alert itself only shows 12 seconds of video for each alert, but you can go into the app and view all the activity in the playback mode - the app has a very usable color coded timeline for the part of playback that has motion so it is easy to find an event - the event is fully recorded (no 12 second limit) and can be saved to your phone and/or send via text or email. While I primary bought this for home security, I often use it to watch the opossum who lives under our shed in the back yard, he comes up on our porch every night. (btw - opossums are beneficial animals, they eat snails and mice and are not aggressive.) I got these security cams instead of a security door bell as you can put it anywhere, including inside the house and they can they be easily replaced, a must given the rapid pace improvement of security technology. I found the app very usable and have had no issues - any issues I found were user errors on my part. You have to turn off the infrared feature if your nighttime area is lit, but that is easily done via the app. I researched quite a few security cams, I think Wyze has the biggest bang for the buck - and you don't need a monthly subscription - recordings are saved for 7 days free of charge. I inserted sd cards and the recordings stay saved on those until they are written over with new ones - I think there is enough space on the 32mb cards that they are saved for quite awhile. I see no negative aspects to the product. My only critique is that the cams are white - would be less conspicuous if the were black. I can not speak to privacy issues that a few reviewers have mentioned - if there is an issue, I suspect this is the situation with all low priced security cameras. If someone wants to hack my camera and watch my cats and the backyard opossum walk on our porch, that is fine with me. I have attached some screen shots and a night video.",5,237,positive,0.9057676792144775,0.9057676792144775,0.08934349566698074,0.004888813477009535,0.9009,5,2452,0,1
Far exceeds expectations!,"I am now wondering why I spent all those endless hours researching security cameras. I gave up and decided to go with this camera thinking I had little to lose. Boy, am I glad I did!!!! This camera is absolutely fantastic. It breaks every rule about you get what you pay for. The functionality of this system exceeds even the $300+ security cameras. 1. It is very easy to set up, and the install process worked flawlessly, It even has voice feedback to let you know things are on track! 2. Invest an extra $10 for the microSD card. It will extend recording times to continuous surveillance or motion activated with continuous surveillance while there is motion/sound activity. Motion/sound events are also sent to the phone app so you get a 15s alert of motion/sound activity. These app alerts can be toggled off, but all surveillance activity is stored onto the card for playback in the event you need to review. You can choose sections of recorded activity on the card to send to your phone or email. 3. I was blown away with the clarity of both the visual and sound. Night vision is superb. The field of view is very good, and tracking distance impressive ( across to neighbors house). 4. It seems very stable with wifi connection. I have had the camera only for a few days, but it has never dropped out yet, even in rain. Besides, even if one does lose wifi or cell phone connection, the camera still records events to the SD card as long it is getting power! As I said, I can't believe it does all this for less than $50.Minor caveats: 1. Some of the text on the app is difficult for me to read (getting older). I wish text/symbols could be BW instead of gray or a tiny bit larger. 2. Some people may find the USB power a limitation. I bought a 25' USB cable to bring the adapter into the garage outlet. But having looked at other options, I think it is better than rechargeable batteries, especially since I want to record continuously during motion events. This can run down a battery very fast. 3. As far as spying goes, I do not care if it can not be turned off. I want continuous surveillance! I do not want to worry about whether the cam has been turned off. 4. I would like to be able to access the camera from a web browser as well as my cell phone, but this is a very minor limitation becasue the phone app (iOS) is really fantastic and works very well ( other than text not being easy to see).",5,238,positive,0.864084005355835,0.864084005355835,0.09416154772043228,0.04175447300076485,0.8223,5,2408,0,1
